"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Louisiana"	"22"	"2019"	"2019"	"Methadone"	"T40.3"	24	4648794	0.5
	"Louisiana"	"22"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	331	4648794	7.1
	"Louisiana"	"22"	"2020"	"2020"	"Opium"	"T40.0"	0	4645318	Unreliable
	"Louisiana"	"22"	"2020"	"2020"	"Heroin"	"T40.1"	268	4645318	5.8
	"Louisiana"	"22"	"2020"	"2020"	"Other opioids"	"T40.2"	267	4645318	5.7
	"Louisiana"	"22"	"2020"	"2020"	"Methadone"	"T40.3"	29	4645318	0.6
	"Louisiana"	"22"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	719	4645318	15.5
	"Louisiana"	"22"	"2021"	"2021"	"Opium"	"T40.0"	0	4624047	Unreliable
	"Louisiana"	"22"	"2021"	"2021"	"Heroin"	"T40.1"	160	4624047	3.5
	"Louisiana"	"22"	"2021"	"2021"	"Other opioids"	"T40.2"	297	4624047	6.4
	"Louisiana"	"22"	"2021"	"2021"	"Methadone"	"T40.3"	38	4624047	0.8
	"Louisiana"	"22"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	1203	4624047	26.0
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	4624047	Unreliable
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	54	4624047	1.2
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	296	4624047	6.4
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	33	4624047	0.7
	"Louisiana"	"22"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	1226	4624047	26.5
	"Louisiana"	"22"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	4624047	Unreliable
	"Louisiana"	"22"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	46	4624047	1.0
	"Louisiana"	"22"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	130	4624047	2.8
	"Louisiana"	"22"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	19	4624047	Unreliable
	"Louisiana"	"22"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	716	4624047	15.5
	"Maine"	"23"	"2018"	"2018"	"Opium"	"T40.0"	0	1338404	Unreliable
	"Maine"	"23"	"2018"	"2018"	"Heroin"	"T40.1"	71	1338404	5.3
	"Maine"	"23"	"2018"	"2018"	"Other opioids"	"T40.2"	57	1338404	4.3
	"Maine"	"23"	"2018"	"2018"	"Methadone"	"T40.3"	19	1338404	Unreliable
	"Maine"	"23"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	234	1338404	17.5
	"Maine"	"23"	"2019"	"2019"	"Opium"	"T40.0"	0	1344212	Unreliable
	"Maine"	"23"	"2019"	"2019"	"Heroin"	"T40.1"	58	1344212	4.3
	"Maine"	"23"	"2019"	"2019"	"Other opioids"	"T40.2"	50	1344212	3.7
	"Maine"	"23"	"2019"	"2019"	"Methadone"	"T40.3"	25	1344212	1.9
	"Maine"	"23"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	285	1344212	21.2
	"Maine"	"23"	"2020"	"2020"	"Opium"	"T40.0"	0	1350141	Unreliable
	"Maine"	"23"	"2020"	"2020"	"Heroin"	"T40.1"	52	1350141	3.9
	"Maine"	"23"	"2020"	"2020"	"Other opioids"	"T40.2"	75	1350141	5.6
	"Maine"	"23"	"2020"	"2020"	"Methadone"	"T40.3"	27	1350141	2.0
	"Maine"	"23"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	370	1350141	27.4
	"Maine"	"23"	"2021"	"2021"	"Opium"	"T40.0"	0	1372247	Unreliable
	"Maine"	"23"	"2021"	"2021"	"Heroin"	"T40.1"	21	1372247	1.5
	"Maine"	"23"	"2021"	"2021"	"Other opioids"	"T40.2"	72	1372247	5.2
	"Maine"	"23"	"2021"	"2021"	"Methadone"	"T40.3"	38	1372247	2.8
	"Maine"	"23"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	501	1372247	36.5
	"Maine"	"23"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	1372247	Unreliable
	"Maine"	"23"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	19	1372247	Unreliable
	"Maine"	"23"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	84	1372247	6.1
	"Maine"	"23"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	45	1372247	3.3
	"Maine"	"23"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	578	1372247	42.1
	"Maine"	"23"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	1372247	Unreliable
	"Maine"	"23"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	11	1372247	Unreliable
	"Maine"	"23"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	44	1372247	3.2
	"Maine"	"23"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	24	1372247	1.7
	"Maine"	"23"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	369	1372247	26.9
	"Maryland"	"24"	"2018"	"2018"	"Opium"	"T40.0"	0	6042718	Unreliable
	"Maryland"	"24"	"2018"	"2018"	"Heroin"	"T40.1"	358	6042718	5.9
	"Maryland"	"24"	"2018"	"2018"	"Other opioids"	"T40.2"	433	6042718	7.2
	"Maryland"	"24"	"2018"	"2018"	"Methadone"	"T40.3"	196	6042718	3.2
	"Maryland"	"24"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	1846	6042718	30.5
	"Maryland"	"24"	"2019"	"2019"	"Opium"	"T40.0"	0	6045680	Unreliable
	"Maryland"	"24"	"2019"	"2019"	"Heroin"	"T40.1"	211	6045680	3.5
	"Maryland"	"24"	"2019"	"2019"	"Other opioids"	"T40.2"	446	6045680	7.4
	"Maryland"	"24"	"2019"	"2019"	"Methadone"	"T40.3"	193	6045680	3.2
	"Maryland"	"24"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	1941	6045680	32.1
	"Maryland"	"24"	"2020"	"2020"	"Opium"	"T40.0"	0	6055802	Unreliable
	"Maryland"	"24"	"2020"	"2020"	"Heroin"	"T40.1"	128	6055802	2.1
	"Maryland"	"24"	"2020"	"2020"	"Other opioids"	"T40.2"	378	6055802	6.2
	"Maryland"	"24"	"2020"	"2020"	"Methadone"	"T40.3"	266	6055802	4.4
	"Maryland"	"24"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	2355	6055802	38.9
	"Maryland"	"24"	"2021"	"2021"	"Opium"	"T40.0"	0	6165129	Unreliable
	"Maryland"	"24"	"2021"	"2021"	"Heroin"	"T40.1"	62	6165129	1.0
	"Maryland"	"24"	"2021"	"2021"	"Other opioids"	"T40.2"	282	6165129	4.6
	"Maryland"	"24"	"2021"	"2021"	"Methadone"	"T40.3"	277	6165129	4.5
	"Maryland"	"24"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	2342	6165129	38.0
	"Maryland"	"24"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	6165129	Unreliable
	"Maryland"	"24"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	26	6165129	0.4
	"Maryland"	"24"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	232	6165129	3.8
	"Maryland"	"24"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	224	6165129	3.6
	"Maryland"	"24"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	2119	6165129	34.4
	"Maryland"	"24"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	6165129	Unreliable
	"Maryland"	"24"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	21	6165129	0.3
	"Maryland"	"24"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	124	6165129	2.0
	"Maryland"	"24"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	147	6165129	2.4
	"Maryland"	"24"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	1446	6165129	23.5
	"Massachusetts"	"25"	"2018"	"2018"	"Opium"	"T40.0"	0	6902149	Unreliable
	"Massachusetts"	"25"	"2018"	"2018"	"Heroin"	"T40.1"	477	6902149	6.9
	"Massachusetts"	"25"	"2018"	"2018"	"Other opioids"	"T40.2"	260	6902149	3.8
	"Massachusetts"	"25"	"2018"	"2018"	"Methadone"	"T40.3"	92	6902149	1.3
	"Massachusetts"	"25"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	1818	6902149	26.3
	"Massachusetts"	"25"	"2019"	"2019"	"Opium"	"T40.0"	0	6892503	Unreliable
	"Massachusetts"	"25"	"2019"	"2019"	"Heroin"	"T40.1"	378	6892503	5.5
	"Massachusetts"	"25"	"2019"	"2019"	"Other opioids"	"T40.2"	235	6892503	3.4
	"Massachusetts"	"25"	"2019"	"2019"	"Methadone"	"T40.3"	70	6892503	1.0
	"Massachusetts"	"25"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	1879	6892503	27.3
	"Massachusetts"	"25"	"2020"	"2020"	"Opium"	"T40.0"	0	6893574	Unreliable
	"Massachusetts"	"25"	"2020"	"2020"	"Heroin"	"T40.1"	226	6893574	3.3
	"Massachusetts"	"25"	"2020"	"2020"	"Other opioids"	"T40.2"	273	6893574	4.0
	"Massachusetts"	"25"	"2020"	"2020"	"Methadone"	"T40.3"	117	6893574	1.7
	"Massachusetts"	"25"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	1972	6893574	28.6
	"Massachusetts"	"25"	"2021"	"2021"	"Opium"	"T40.0"	0	6984723	Unreliable
	"Massachusetts"	"25"	"2021"	"2021"	"Heroin"	"T40.1"	152	6984723	2.2
	"Massachusetts"	"25"	"2021"	"2021"	"Other opioids"	"T40.2"	205	6984723	2.9
	"Massachusetts"	"25"	"2021"	"2021"	"Methadone"	"T40.3"	113	6984723	1.6
	"Massachusetts"	"25"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	2202	6984723	31.5
	"Massachusetts"	"25"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	6984723	Unreliable
	"Massachusetts"	"25"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	116	6984723	1.7
	"Massachusetts"	"25"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	233	6984723	3.3
	"Massachusetts"	"25"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	147	6984723	2.1
	"Massachusetts"	"25"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	2249	6984723	32.2
	"Massachusetts"	"25"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	6984723	Unreliable
	"Massachusetts"	"25"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	53	6984723	0.8
	"Massachusetts"	"25"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	106	6984723	1.5
	"Massachusetts"	"25"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	96	6984723	1.4
	"Massachusetts"	"25"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	1292	6984723	18.5
	"Michigan"	"26"	"2018"	"2018"	"Opium"	"T40.0"	0	9995915	Unreliable
	"Michigan"	"26"	"2018"	"2018"	"Heroin"	"T40.1"	638	9995915	6.4
	"Michigan"	"26"	"2018"	"2018"	"Other opioids"	"T40.2"	456	9995915	4.6
	"Michigan"	"26"	"2018"	"2018"	"Methadone"	"T40.3"	136	9995915	1.4
	"Michigan"	"26"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	1546	9995915	15.5
	"Michigan"	"26"	"2019"	"2019"	"Opium"	"T40.0"	0	9986857	Unreliable
	"Michigan"	"26"	"2019"	"2019"	"Heroin"	"T40.1"	478	9986857	4.8
	"Michigan"	"26"	"2019"	"2019"	"Other opioids"	"T40.2"	374	9986857	3.7
	"Michigan"	"26"	"2019"	"2019"	"Methadone"	"T40.3"	115	9986857	1.2
	"Michigan"	"26"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	1467	9986857	14.7
	"Michigan"	"26"	"2020"	"2020"	"Opium"	"T40.0"	Suppressed	9966555	Suppressed
	"Michigan"	"26"	"2020"	"2020"	"Heroin"	"T40.1"	457	9966555	4.6
	"Michigan"	"26"	"2020"	"2020"	"Other opioids"	"T40.2"	403	9966555	4.0
	"Michigan"	"26"	"2020"	"2020"	"Methadone"	"T40.3"	128	9966555	1.3
	"Michigan"	"26"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	1947	9966555	19.5
	"Michigan"	"26"	"2021"	"2021"	"Opium"	"T40.0"	0	10050811	Unreliable
	"Michigan"	"26"	"2021"	"2021"	"Heroin"	"T40.1"	208	10050811	2.1
	"Michigan"	"26"	"2021"	"2021"	"Other opioids"	"T40.2"	432	10050811	4.3
	"Michigan"	"26"	"2021"	"2021"	"Methadone"	"T40.3"	126	10050811	1.3
	"Michigan"	"26"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	2320	10050811	23.1
	"Michigan"	"26"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	10050811	Unreliable
	"Michigan"	"26"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	163	10050811	1.6
	"Michigan"	"26"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	301	10050811	3.0
	"Michigan"	"26"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	77	10050811	0.8
	"Michigan"	"26"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	2259	10050811	22.5
	"Michigan"	"26"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	10050811	Unreliable
	"Michigan"	"26"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	51	10050811	0.5
	"Michigan"	"26"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	146	10050811	1.5
	"Michigan"	"26"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	38	10050811	0.4
	"Michigan"	"26"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	1328	10050811	13.2
	"Minnesota"	"27"	"2018"	"2018"	"Opium"	"T40.0"	0	5611179	Unreliable
	"Minnesota"	"27"	"2018"	"2018"	"Heroin"	"T40.1"	94	5611179	1.7
	"Minnesota"	"27"	"2018"	"2018"	"Other opioids"	"T40.2"	111	5611179	2.0
	"Minnesota"	"27"	"2018"	"2018"	"Methadone"	"T40.3"	44	5611179	0.8
	"Minnesota"	"27"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	205	5611179	3.7
	"Minnesota"	"27"	"2019"	"2019"	"Opium"	"T40.0"	0	5639632	Unreliable
	"Minnesota"	"27"	"2019"	"2019"	"Heroin"	"T40.1"	107	5639632	1.9
	"Minnesota"	"27"	"2019"	"2019"	"Other opioids"	"T40.2"	111	5639632	2.0
	"Minnesota"	"27"	"2019"	"2019"	"Methadone"	"T40.3"	41	5639632	0.7
	"Minnesota"	"27"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	312	5639632	5.5
	"Minnesota"	"27"	"2020"	"2020"	"Opium"	"T40.0"	0	5657342	Unreliable
	"Minnesota"	"27"	"2020"	"2020"	"Heroin"	"T40.1"	125	5657342	2.2
	"Minnesota"	"27"	"2020"	"2020"	"Other opioids"	"T40.2"	174	5657342	3.1
	"Minnesota"	"27"	"2020"	"2020"	"Methadone"	"T40.3"	62	5657342	1.1
	"Minnesota"	"27"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	575	5657342	10.2
	"Minnesota"	"27"	"2021"	"2021"	"Opium"	"T40.0"	0	5707390	Unreliable
	"Minnesota"	"27"	"2021"	"2021"	"Heroin"	"T40.1"	106	5707390	1.9
	"Minnesota"	"27"	"2021"	"2021"	"Other opioids"	"T40.2"	175	5707390	3.1
	"Minnesota"	"27"	"2021"	"2021"	"Methadone"	"T40.3"	50	5707390	0.9
	"Minnesota"	"27"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	901	5707390	15.8
	"Minnesota"	"27"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	5707390	Unreliable
	"Minnesota"	"27"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	46	5707390	0.8
	"Minnesota"	"27"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	147	5707390	2.6
	"Minnesota"	"27"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	50	5707390	0.9
	"Minnesota"	"27"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	968	5707390	17.0
	"Minnesota"	"27"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	5707390	Unreliable
	"Minnesota"	"27"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	22	5707390	0.4
	"Minnesota"	"27"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	78	5707390	1.4
	"Minnesota"	"27"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	29	5707390	0.5
	"Minnesota"	"27"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	694	5707390	12.2
	"Mississippi"	"28"	"2018"	"2018"	"Opium"	"T40.0"	0	2986530	Unreliable
	"Mississippi"	"28"	"2018"	"2018"	"Heroin"	"T40.1"	39	2986530	1.3
	"Mississippi"	"28"	"2018"	"2018"	"Other opioids"	"T40.2"	87	2986530	2.9
	"Mississippi"	"28"	"2018"	"2018"	"Methadone"	"T40.3"	12	2986530	Unreliable
	"Mississippi"	"28"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	72	2986530	2.4
	"Mississippi"	"28"	"2019"	"2019"	"Opium"	"T40.0"	0	2976149	Unreliable
	"Mississippi"	"28"	"2019"	"2019"	"Heroin"	"T40.1"	78	2976149	2.6
	"Mississippi"	"28"	"2019"	"2019"	"Other opioids"	"T40.2"	95	2976149	3.2
	"Mississippi"	"28"	"2019"	"2019"	"Methadone"	"T40.3"	Suppressed	2976149	Suppressed
	"Mississippi"	"28"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	142	2976149	4.8
	"Mississippi"	"28"	"2020"	"2020"	"Opium"	"T40.0"	0	2966786	Unreliable
	"Mississippi"	"28"	"2020"	"2020"	"Heroin"	"T40.1"	71	2966786	2.4
	"Mississippi"	"28"	"2020"	"2020"	"Other opioids"	"T40.2"	113	2966786	3.8
	"Mississippi"	"28"	"2020"	"2020"	"Methadone"	"T40.3"	14	2966786	Unreliable
	"Mississippi"	"28"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	316	2966786	10.7
	"Mississippi"	"28"	"2021"	"2021"	"Opium"	"T40.0"	0	2949965	Unreliable
	"Mississippi"	"28"	"2021"	"2021"	"Heroin"	"T40.1"	41	2949965	1.4
	"Mississippi"	"28"	"2021"	"2021"	"Other opioids"	"T40.2"	139	2949965	4.7
	"Mississippi"	"28"	"2021"	"2021"	"Methadone"	"T40.3"	15	2949965	Unreliable
	"Mississippi"	"28"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	480	2949965	16.3
	"Mississippi"	"28"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	2949965	Unreliable
	"Mississippi"	"28"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	24	2949965	0.8
	"Mississippi"	"28"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	100	2949965	3.4
	"Mississippi"	"28"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	Suppressed	2949965	Suppressed
	"Mississippi"	"28"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	487	2949965	16.5
	"Mississippi"	"28"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	2949965	Unreliable
	"Mississippi"	"28"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	12	2949965	Unreliable
	"Mississippi"	"28"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	51	2949965	1.7
	"Mississippi"	"28"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	Suppressed	2949965	Suppressed
	"Mississippi"	"28"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	288	2949965	9.8
	"Missouri"	"29"	"2018"	"2018"	"Opium"	"T40.0"	0	6126452	Unreliable
	"Missouri"	"29"	"2018"	"2018"	"Heroin"	"T40.1"	365	6126452	6.0
	"Missouri"	"29"	"2018"	"2018"	"Other opioids"	"T40.2"	244	6126452	4.0
	"Missouri"	"29"	"2018"	"2018"	"Methadone"	"T40.3"	44	6126452	0.7
	"Missouri"	"29"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	901	6126452	14.7
	"Missouri"	"29"	"2019"	"2019"	"Opium"	"T40.0"	0	6137428	Unreliable
	"Missouri"	"29"	"2019"	"2019"	"Heroin"	"T40.1"	231	6137428	3.8
	"Missouri"	"29"	"2019"	"2019"	"Other opioids"	"T40.2"	234	6137428	3.8
	"Missouri"	"29"	"2019"	"2019"	"Methadone"	"T40.3"	32	6137428	0.5
	"Missouri"	"29"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	913	6137428	14.9
	"Missouri"	"29"	"2020"	"2020"	"Opium"	"T40.0"	0	6151548	Unreliable
	"Missouri"	"29"	"2020"	"2020"	"Heroin"	"T40.1"	148	6151548	2.4
	"Missouri"	"29"	"2020"	"2020"	"Other opioids"	"T40.2"	225	6151548	3.7
	"Missouri"	"29"	"2020"	"2020"	"Methadone"	"T40.3"	27	6151548	0.4
	"Missouri"	"29"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	1244	6151548	20.2
	"Missouri"	"29"	"2021"	"2021"	"Opium"	"T40.0"	0	6168187	Unreliable
	"Missouri"	"29"	"2021"	"2021"	"Heroin"	"T40.1"	91	6168187	1.5
	"Missouri"	"29"	"2021"	"2021"	"Other opioids"	"T40.2"	200	6168187	3.2
	"Missouri"	"29"	"2021"	"2021"	"Methadone"	"T40.3"	27	6168187	0.4
	"Missouri"	"29"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	1495	6168187	24.2
	"Missouri"	"29"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	6168187	Unreliable
	"Missouri"	"29"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	46	6168187	0.7
	"Missouri"	"29"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	197	6168187	3.2
	"Missouri"	"29"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	28	6168187	0.5
	"Missouri"	"29"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	1505	6168187	24.4
	"Missouri"	"29"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	6168187	Unreliable
	"Missouri"	"29"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	19	6168187	Unreliable
	"Missouri"	"29"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	98	6168187	1.6
	"Missouri"	"29"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	24	6168187	0.4
	"Missouri"	"29"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	972	6168187	15.8
	"Montana"	"30"	"2018"	"2018"	"Opium"	"T40.0"	0	1062305	Unreliable
	"Montana"	"30"	"2018"	"2018"	"Heroin"	"T40.1"	22	1062305	2.1
	"Montana"	"30"	"2018"	"2018"	"Other opioids"	"T40.2"	23	1062305	2.2
	"Montana"	"30"	"2018"	"2018"	"Methadone"	"T40.3"	Suppressed	1062305	Suppressed
	"Montana"	"30"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	11	1062305	Unreliable
	"Montana"	"30"	"2019"	"2019"	"Opium"	"T40.0"	0	1068778	Unreliable
	"Montana"	"30"	"2019"	"2019"	"Heroin"	"T40.1"	27	1068778	2.5
	"Montana"	"30"	"2019"	"2019"	"Other opioids"	"T40.2"	26	1068778	2.4
	"Montana"	"30"	"2019"	"2019"	"Methadone"	"T40.3"	10	1068778	Unreliable
	"Montana"	"30"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	18	1068778	Unreliable
	"Montana"	"30"	"2020"	"2020"	"Opium"	"T40.0"	0	1080577	Unreliable
	"Montana"	"30"	"2020"	"2020"	"Heroin"	"T40.1"	31	1080577	2.9
	"Montana"	"30"	"2020"	"2020"	"Other opioids"	"T40.2"	36	1080577	3.3
	"Montana"	"30"	"2020"	"2020"	"Methadone"	"T40.3"	Suppressed	1080577	Suppressed
	"Montana"	"30"	"2020"	"2020"	"Other synthetic narcotics"	"T40.4"	31	1080577	2.9
	"Montana"	"30"	"2021"	"2021"	"Opium"	"T40.0"	0	1104271	Unreliable
	"Montana"	"30"	"2021"	"2021"	"Heroin"	"T40.1"	21	1104271	1.9
	"Montana"	"30"	"2021"	"2021"	"Other opioids"	"T40.2"	29	1104271	2.6
	"Montana"	"30"	"2021"	"2021"	"Methadone"	"T40.3"	Suppressed	1104271	Suppressed
	"Montana"	"30"	"2021"	"2021"	"Other synthetic narcotics"	"T40.4"	73	1104271	6.6
	"Montana"	"30"	"2022 (provisional)"	"2022"	"Opium"	"T40.0"	0	1104271	Unreliable
	"Montana"	"30"	"2022 (provisional)"	"2022"	"Heroin"	"T40.1"	Suppressed	1104271	Suppressed
	"Montana"	"30"	"2022 (provisional)"	"2022"	"Other opioids"	"T40.2"	33	1104271	3.0
	"Montana"	"30"	"2022 (provisional)"	"2022"	"Methadone"	"T40.3"	10	1104271	Unreliable
	"Montana"	"30"	"2022 (provisional)"	"2022"	"Other synthetic narcotics"	"T40.4"	102	1104271	9.2
	"Montana"	"30"	"2023 (provisional and partial)"	"2023"	"Opium"	"T40.0"	0	1104271	Unreliable
	"Montana"	"30"	"2023 (provisional and partial)"	"2023"	"Heroin"	"T40.1"	Suppressed	1104271	Suppressed
	"Montana"	"30"	"2023 (provisional and partial)"	"2023"	"Other opioids"	"T40.2"	12	1104271	Unreliable
	"Montana"	"30"	"2023 (provisional and partial)"	"2023"	"Methadone"	"T40.3"	Suppressed	1104271	Suppressed
	"Montana"	"30"	"2023 (provisional and partial)"	"2023"	"Other synthetic narcotics"	"T40.4"	59	1104271	5.3
	"Nebraska"	"31"	"2018"	"2018"	"Opium"	"T40.0"	0	1929268	Unreliable
	"Nebraska"	"31"	"2018"	"2018"	"Heroin"	"T40.1"	10	1929268	Unreliable
	"Nebraska"	"31"	"2018"	"2018"	"Other opioids"	"T40.2"	38	1929268	2.0
	"Nebraska"	"31"	"2018"	"2018"	"Methadone"	"T40.3"	Suppressed	1929268	Suppressed
	"Nebraska"	"31"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	27	1929268	1.4
	"Nebraska"	"31"	"2019"	"2019"	"Opium"	"T40.0"	0	1934408	Unreliable
	"Nebraska"	"31"	"2019"	"2019"	"Heroin"	"T40.1"	15	1934408	Unreliable
	"Nebraska"	"31"	"2019"	"2019"	"Other opioids"	"T40.2"	38	1934408	2.0
	"Nebraska"	"31"	"2019"	"2019"	"Methadone"	"T40.3"	Suppressed	1934408	Suppressed
	"Nebraska"	"31"	"2019"	"2019"	"Other synthetic narcotics"	"T40.4"	27	1934408	1.4
	"Nebraska"	"31"	"2020"	"2020"	"Opium"	"T40.0"	0	1937552	Unreliable
